casenum,year,citevol,beginpage,endopin,endpage,decisiondate,docketnum,multdoc,source,origin,method,treatment,initiator,intervenor,applfrom,classaction,crossapp,amicus,circuit,opinionstatus,state,district,districtjudgeid,adminreview,priorpub,sanctions,numappel,appnatpr,appbus,appnonp,appfed,appsubst,alst_code,appstate,astate_code,appfiduc,afirms,aatty,aattyfirstname,aattylastname,afirmname,aamicusbriefs,agroups,afirstlistedamicusgroup,genappel1,appel1,bank_ap1,genappel2,appel2,bank_ap2,realapplnts,acounsel1,numresp,r_natpr,r_bus,r_nonp,r_fed,r_appsubst,rlst_code,r_state,statecode,rfiduc,rfirms,ratty,rattyfirstname,rattylastname,rfirmname,ramicusbrfs,rgroups,rnameoffirstlistedamicusgroup,genresp1,respond1,bank_r1,genresp2,respond2,bank_r2,realrespondants,rcounselcode,isstyp,genissue,casetype1,direct1,casetype2,direct2,majvotes,dissent,concur,dmbasis,cmbasis,cmbasis2,dpbasis,cpbasis,cpbasis2,habes,decon,constit,fedlaw,fedlaw2,procedure,keynotes,constnote1,constnote2,uscnote1,uscsec1,uscnote2,uscsec2,civproc1,civproc2,crmproc1,crmproc2,threshgen,turnthresh,juris,stateclaim,standing,mootness,exhaust,timely,immunity,frivol,polquest,otherres,late,frivapp,otherapp,typeissue,prejud,insane,improper,justyinst,othjury,deathpen,sentence,indict,confess,search,othadmis,plea,inadqecounsel,rtcouns,suffic,indigent,entrap,procdis,othercrim,dueproc,execord,stpolicy,weightev,pretrial,trialpro,posttrial,attyfee,judgdisc,altdisp,injunct,summary,fedvst,foreign,intlaw,stvst,discover,othercivil,subevid,denovo,capricious,erroneous,abusediscr,judreview,genstd,notice,alj,agencyacq,freeinfo,comment,record,diverse,whichlaw,j1,j2,j2vote1,j2vote2,j2maj1,j2maj2,j3,j3vote1,j3vote2,j3maj1,j3maj2,j4,j4vote1,j4vote2,j4maj1,j4maj2,j5,j5vote1,j5vote2,j5maj1,j5maj2,j6,j6vote1,j6vote2,j6maj1,j6maj2,j7,j7vote1,j7vote2,j7maj1,j7maj2,j8,j8vote1,j8vote2,j8maj1,j8maj2,j9,j9vote1,j9vote2,j9maj1,j9maj2,j10,j10vote1,j10vote2,j10maj1,j10maj2,j11,j11vote1,j11vote2,j11maj1,j11maj2,j13,j13vote1,j13vote2,j13maj1,j13maj2,j14,j14vote1,j14vote2,j14maj1,j14maj2,j15,j15vote1,j15vote2,j15maj1
21849,2002,312,563,568,568,12/06/02,01-6244,1,1,1,7,1,1,0,3,0,0,0,2,1,32,2,30208,15,179 F Supp 2d 93,0,1,1,0,0,0,0,0,0,0,0,1,1,Anthony J,Adams,Gates Adams,0,0,,7,71005,2,,,,0,4,1,,,,1,,,,,,1,2,Tiffany,Lee,Assistant US Attorney,0,0,,3,34007,2,,,,0,5,0,5,599,1,,,3,0,0,,,,,,,0,0,0,1,0,0,1,,,5,552,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,244,245,1,,1,,253,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21850,2002,291,231,236,236,05/17/02,01-7090,1,1,1,1,1,1,0,3,0,0,0,2,2,32,1,20211,15,,0,1,1,0,0,0,0,0,0,0,0,1,1,Roya,Moghadassi,Moghadassi Associates,0,0,,7,71000,2,,,,0,4,9,4,,,,5,32,,,,1,1,Richard,Scheelman,Office of General Counsel for New York Transit Authority,0,0,,4,43006,2,7,73205,2,0,6,0,2,223,3,399,1,3,0,0,,,,,,,0,0,0,0,0,0,7,114,,42,2000,42,1985,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,228,3,1,1,1,247,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21851,2002,293,595,600,615,05/21/02,99-7825,2,15,3,8,3,1,0,3,0,0,0,2,1,7,7,20265,15,789 A 2d 974,0,1,1,0,0,0,0,0,0,0,0,1,1,David M,Cohen,Wolsey Rosen Kerskin Kujansky,0,0,,7,71003,2,,,,0,4,1,,1,,,,,,,,1,1,Daniel P,Scapellati,Hallorean Sage,0,0,,1,13702,2,,,,0,4,0,7,733,3,,,3,0,0,,,,,,,0,0,0,0,0,0,2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,246,3,,1,,247,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21852,2002,292,119,123,123,05/31/02,00-2217,1,3,1,1,3,1,0,5,0,0,0,2,1,32,1,20244,15,225 AD 2d 800,0,1,1,0,0,0,0,0,0,0,0,99,1,Javia,Heil,,0,0,,7,71000,2,,,,0,8,1,,,,,,1,32,,,1,3,Emil,Bricker,Assistant District Attorney,0,0,,5,56003,2,,,,0,6,0,1,121,2,,,3,0,0,,,,,,,2,0,0,0,0,0,8,106,,,,,,,,,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,203,2,,1,,250,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21853,2002,303,212,226,231,08/23/02,01-7969,2,1,1,7,4,1,0,6,0,1,0,2,1,32,5,26230,15,153 FS 489,1,1,,1,0,0,0,0,0,0,0,1,1,Robert I,Talchin,Jaroslawicz Jaros,0,0,,1,13902,2,,,,0,4,1,,1,,,,,,,,1,1,Martin E,Karlinsky,Rosenman Colin,0,0,,1,13003,2,,,,0,4,0,9,903,1,,,3,0,1,,,,,,,0,0,0,1,0,0,12,,,15,78,,,11,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,240,1,,1,,242,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21854,2002,278,44,51,54,01/07/02,01-1029,1,1,1,1,4,3,0,10,0,0,0,2,1,32,5,20269,15,,0,1,,0,0,1,0,0,0,0,0,1,3,William F,Johnson,Assistant US Attorney,0,0,,3,39000,2,,,,0,5,1,1,,,,,,,,,1,1,Steven m,Statsinger,Legal Aid Soceity,0,0,,7,71000,2,,,,0,3,0,1,113,1,,,3,0,1,,,3,,0,,0,0,2,0,0,2,5,104,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,243,1,,1,,224,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21855,2002,303,144,154,162,10/08/02,01-1152,1,1,1,1,1,2,0,1,0,0,0,2,1,32,5,30203,15,,0,1,1,0,0,0,0,0,0,0,0,1,2,Karl e,Pflanz,Neuman Greenberg,0,0,,7,71005,2,,,,0,4,1,,,,1,,,,,,1,3,Evan T,Barr,Assistant US Attorney,0,0,,3,39000,2,,,,0,5,0,1,116,1,,,2,1,0,1,,,0,,,0,0,0,1,0,0,16,106,,18,261,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,237,1,,1,,250,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21856,2002,298,128,136,136,08/01/02,00-1815,1,1,1,1,4,2,0,6,0,0,0,2,1,32,5,20214,15,,0,1,1,0,0,0,0,0,0,0,0,1,1,Colleen P,Cassidt,Legal Aid Society,0,0,,7,71805,2,,,,0,3,1,,,,1,,,,,,1,2,Ping S,Moy,Assistant US Attorney,0,0,,3,39000,2,,,,0,5,0,1,116,3,,,3,0,0,,,,,,,0,0,0,0,0,0,8,,,18,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,203,3,,1,,240,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21857,2002,309,107,110,110,10/25/02,01-0150,1,1,1,1,4,1,0,5,0,0,0,2,2,32,5,10214,15,,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,,7,71001,2,,,,0,1,1,,,,,,,1,32,,0,0,,,,0,0,,5,56003,2,,,,0,8,0,2,202,3,,,3,0,0,,,,,,,1,0,0,0,0,0,2,108,,,,,,,,,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,241,3,,1,,246,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21858,2002,287,249,257,257,04/02/02,01-1142,1,1,1,7,1,2,0,6,0,0,0,2,1,,7,,15,141 FS 269,0,1,1,0,0,0,0,0,0,0,0,99,1,John R,Williams,,0,0,,7,71000,2,,,,0,4,1,,,,1,,,,,,1,2,David A,Ring,Assistant US Attorney,0,0,,3,39000,2,,,,0,5,0,1,110,1,,,3,0,0,,,,,,,0,0,1,0,0,1,15,105,106,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,216,1,,1,,243,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21859,2002,311,179,191,191,11/25/02,01-1636,1,1,1,1,3,2,0,10,0,0,0,2,1,32,6,10291,15,178 FS 169,0,1,1,0,0,0,0,0,0,0,0,1,1,Mark M,Baker,Bratman Ross,0,0,,7,73700,2,,,,0,4,1,,,,1,,,,,,1,3,Barbara D,Cottrell,Assistant US Attorney,0,0,,3,39000,2,,,,0,5,0,1,116,3,,,3,0,0,,,,,,,0,0,0,0,0,2,12,106,,,,,,,,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,249,3,,1,,250,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21860,2002,299,76,93,93,07/17/02,00-1514,2,1,1,1,4,2,0,6,0,0,0,2,1,32,1,,15,,0,1,1,0,0,0,0,0,0,0,0,99,2,James,Neuman,,0,0,,7,71000,2,,,,0,4,1,,,,1,,,,,,1,1,Bernadette,Miragliotta,Assistant US Attorney,0,0,,3,39000,2,,,,0,5,0,1,110,3,,,3,0,0,,,,,,,0,0,0,2,0,2,15,,,21,963,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,229,3,,1,,229,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21861,2002,313,121,128,128,11/13/02,01-1517,1,1,1,1,6,2,0,1,0,0,0,3,1,38,1,20386,15,,0,1,1,0,0,0,0,0,0,0,0,1,1,David L,McColgin,Defender Association of Philadelphia,0,0,,7,71000,2,,,,0,3,1,0,0,0,1,0,0,0,0,0,1,2,Bernadette A,Mc Kean,US Attorney,0,0,,3,39000,2,,,,0,5,0,1,113,3,,,3,0,0,,,,,,,0,0,0,0,0,2,5,,,18,9246,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,351,3,,1,,308,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21862,2002,295,361,373,373,07/02/02,01-3315,1,1,3,1,2,2,0,6,0,0,0,3,1,8,7,30325,15,152 F 3d 561,0,1,0,0,0,0,0,0,1,8,0,1,1,Thomas E,Barnes,Delaware Department of Justice,0,0,,5,56003,2,,,,0,6,1,1,0,0,0,0,0,0,0,0,1,2,Charles M,Oberly III,Oberly Jennings Rhodunda,0,0,,7,71000,2,,,,0,4,0,1,122,1,,,3,0,0,,,,,,,1,0,0,0,0,2,12,106,,28,2254,,,,,,,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,346,1,,1,,901,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21863,2002,298,182,190,190,08/05/02,00-2757,1,1,1,1,1,2,0,6,0,0,0,3,1,38,1,20381,15,,0,1,1,0,0,0,0,0,0,0,0,1,1,Michael D,Shepard,Blank Rome Comisky Mc Cauley,0,0,,7,71005,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,3,Michael L,Levy,US Attorney,0,0,,3,35000,2,,,,0,5,0,1,115,1,,,3,0,0,,,,,,,0,0,0,0,0,1,5,,,18,3742,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,340,1,,1,,315,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21864,2002,307,243,269,276,10/03/02,01_3542,1,1,1,1,5,1,0,2,0,0,0,3,1,35,7,30311,15,,0,2,2,0,0,0,0,0,0,0,0,1,1,Gerald T,Walpin,"Katten, Muchin, Zavis & Rosenman",0,0,0,7,71000,2,7,71000,2,0,4,14,0,0,0,0,14,35,0,0,0,1,1,James W.,Broscious,"Broscious, Glynn & Fischer",0,0,,4,41002,2,4,43008,2,0,4,0,3,314,3,,,2,1,0,1,2,,0,0,,0,4,9,0,0,9,21,101,,28,1292,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,20242,3,,1,,328,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21865,2002,311,191,198,198,07/24/02,01-1440,5,1,1,1,6,2,0,1,0,0,1,3,1,38,1,30317,15,,0,5,5,0,0,0,0,0,0,0,0,99,5,Peter,Goldberg,,0,0,,7,74000,2,7,72000,2,0,4,1,0,0,0,1,0,0,0,0,0,1,2,Patrick L,Meehan,US Attorney,0,0,,3,39000,2,,,,0,5,0,1,117,1,313,1,3,0,0,,,,,,,0,0,1,0,0,0,14,101,,18,3553,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,964,343,1,1,1,1,335,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21866,2002,310,137,144,145,11/08/02,01-4041,1,1,1,1,1,2,0,1,0,0,0,3,1,35,7,10328,15,,0,1,1,0,0,0,0,0,0,0,0,99,1,Christopher D,Warren,,0,0,,7,71003,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,2,4,Christopher J,Christie,US Attorney,0,0,,3,39000,2,,,,0,5,0,1,119,1,,,2,1,0,1,,,0,,,0,0,1,0,0,0,8,105,,18,1959,18,1962,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,351,1,,1,,344,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21867,2002,311,581,589,589,11/27/02,01-4156,1,1,1,1,5,1,0,5,0,0,0,3,1,38,4,20392,15,166 F S 187,0,3,0,3,0,0,0,0,0,0,0,1,2,E Parry,Warner,Obermayer Relman Maxwell Hippell,0,0,,1,14000,2,1,14000,2,0,4,1,0,0,0,0,0,0,0,0,1,1,1,E Thomas,Henefer,Stevens Lee,0,0,,1,12702,2,,,,0,4,0,7,736,3,612,3,3,0,0,,,,,,,0,0,0,0,0,2,4,,,29,1113,,,,,,,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,346,3,3,1,1,351,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21868,2002,307,121,136,136,09/19/02,01-3703,1,1,1,1,4,2,0,5,0,0,0,3,1,38,4,30305,15,,0,1,1,0,0,0,0,0,0,0,0,99,1,Linda S,Sheffield,,0,0,,7,71000,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,2,Martin C,Carlson,US Attorney,0,0,,3,36007,2,,,,0,5,0,1,119,3,,,3,0,0,,,,,,,2,0,0,0,0,0,15,,,18,3585,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,315,3,,1,,9999,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21869,2002,290,159,165,165,05/07/02,01-1557,1,1,1,1,3,1,0,7,0,0,0,3,1,38,1,30317,15,,0,1,1,0,0,0,0,0,0,0,0,1,3,Paul A,Brooks,Community Legal Services,0,0,,7,71001,2,,,,0,3,4,0,0,0,0,4,38,0,0,0,1,1,Michael,Pileggi,Philadelphia Housing Authority,0,0,,4,43009,2,4,43009,2,0,6,0,2,239,3,,,3,0,0,,,,,,,0,0,0,0,0,0,9,,,42,1988,42,1983,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,341,3,,1,,20972,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21870,2002,300,365,391,391,07/31/02,02-1426,8,1,3,1,8,2,0,10,1,0,0,3,1,8,7,20369,15,,0,19,0,19,0,0,0,0,0,0,0,10,19,David M,Bermick,Kirkland Ellis,2,2,,1,13401,2,1,13409,2,0,4,99,99,99,0,0,0,0,0,0,0,99,18,Alan B,Rich,Bacan Budd,0,0,,7,70000,2,1,14601,2,0,4,0,7,722,3,,,3,0,0,,,,,,,0,0,0,0,0,1,17,,,28,,28,,,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,308,3,,1,,813,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21871,2002,311,298,306,306,11/21/02,01-3656,1,1,1,7,3,1,0,7,1,0,0,3,1,35,7,20375,15,234 F 3d 166,0,1,0,1,0,0,0,0,0,0,0,1,2,Gerald T,Ford,Landman Corsi Ford Ballanie,0,0,,1,13701,2,,,,0,4,1,0,1,0,0,0,0,0,0,0,1,2,Michael M,Rossengaum,Budd Lamer Gross Rosenbaum,0,0,,1,14707,2,,,,0,4,0,7,747,0,,,3,0,0,,,,,,,0,0,0,0,0,0,7,,,,,,,,,,,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,344,0,,1,,341,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21872,2002,294,540,552,552,06/28/02,01-1812,1,1,1,1,1,3,0,10,0,0,0,3,1,38,2,20339,15,,0,1,0,0,0,1,0,0,0,0,0,1,1,Paul J,Brysh,US Attorney,0,0,,3,39000,2,,,,0,5,3,2,1,0,0,0,0,0,0,0,2,2,Michael R,Hamed,Messerman Messerman,0,0,,7,71005,2,1,12910,2,0,4,0,1,116,3,,,3,0,0,,,,,,,0,0,0,0,0,1,11,,,18,371,18,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,331,3,,1,,351,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21873,2002,288,548,570,570,05/06/02,01-3113,1,1,1,1,6,1,0,5,1,0,0,3,1,38,1,20383,15,153 F S 710,0,99,99,0,0,0,0,0,0,0,0,1,2,Andre J,Dennis,Stradley Ronon,0,0,,7,71200,2,7,73000,2,0,4,1,0,0,1,0,0,0,0,0,0,1,2,David,Bruton,Brinker Biddley Reath,0,0,,2,22009,2,,,,0,4,0,2,222,3,281,1,3,0,0,,,,,,,0,0,0,0,0,0,22,3,,42,2000,42,1981,,8,,,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,331,3,1,1,1,347,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21874,2002,301,159,167,167,08/22/02,01-3316,2,1,1,1,1,2,0,3,0,1,0,3,1,38,1,10359,15,146 F S 737,0,1,0,1,0,0,0,0,0,0,0,1,1,Andrew F,Susko,White Williams,0,0,,1,14702,2,,,,0,4,3,3,0,0,0,0,0,0,0,0,99,1,Michael J,Salmanson,,0,0,,7,71000,2,7,73000,2,0,4,0,7,731,3,,,3,0,0,,,,,,,0,0,0,0,0,1,5,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,329,3,,1,,347,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21875,2002,286,705,711,711,04/16/02,01-1905,2,1,1,1,8,2,0,3,0,0,0,3,1,38,4,30316,15,,0,2,1,0,0,0,0,0,1,38,0,2,2,Randall G,Gale,Thomas Thomas Hafer,0,0,,7,71003,2,5,56003,2,0,8,1,1,0,0,0,0,0,0,0,0,99,1,Thomas M,Place,,0,0,,7,71200,2,,,,0,4,0,2,204,3,,,3,0,0,,,,,,,0,0,0,0,0,0,6,,,28,129,42,1983,,,,,3,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,335,3,,1,,30325,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21876,2002,284,442,468,468,03/15/02,00-3625,1,1,1,1,1,1,0,3,0,0,0,3,1,35,7,20366,15,,0,3,2,1,0,0,0,0,0,0,0,99,2,Steven C,Rather,,0,0,,1,14301,2,7,71000,2,2,4,2,0,0,0,0,2,35,0,0,0,99,4,Stephen,Eisdorfer,Hill Wallack,0,0,,4,41001,2,4,44007,2,0,4,0,2,752,3,281,1,3,0,0,,,,,,,0,0,0,1,0,0,19,,,42,3604,42,3601,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,303,340,3,,1,,346,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
